Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sanity_GBS,Chrome 102.0.5005.115,,,2022-06-15 16:55:34,2022-06-15 16:56:21,46.560s,PASSED
,,,,,,,
Test Cases/Sanity/Supplier Finder/Check Data and Export,Chrome 102.0.5005.115,,,2022-06-15 16:55:34,2022-06-15 16:55:56,21.639s,PASSED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-06-15 16:55:35,2022-06-15 16:55:37,2.676s,PASSED
maximizeWindow(),Chrome 102.0.5005.115,,,2022-06-15 16:55:37,2022-06-15 16:55:38,0.168s,PASSED
navigateToUrl(URL),Chrome 102.0.5005.115,,,2022-06-15 16:55:38,2022-06-15 16:55:41,3.034s,PASSED
"setText(findTestObject(""Page_It-Right Platform/Username""), username)",Chrome 102.0.5005.115,,,2022-06-15 16:55:41,2022-06-15 16:55:42,0.880s,PASSED
"setEncryptedText(findTestObject(""Page_It-Right Platform/password""), pwd)",Chrome 102.0.5005.115,,,2022-06-15 16:55:42,2022-06-15 16:55:42,0.470s,PASSED
"click(findTestObject(""Page_It-Right Platform/button_Sign in""))",Chrome 102.0.5005.115,,,2022-06-15 16:55:42,2022-06-15 16:55:45,2.502s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform/span_WelcomeToggler""))",Chrome 102.0.5005.115,,,2022-06-15 16:55:45,2022-06-15 16:55:45,0.411s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_It-Right Platform/div_WelcomeMenu""), 1)",Chrome 102.0.5005.115,,,2022-06-15 16:55:45,2022-06-15 16:55:46,0.568s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform/span_Supplier Finder""))",Chrome 102.0.5005.115,,,2022-06-15 16:55:46,2022-06-15 16:55:50,4.114s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DIR/div_Supplier Finder""), 2)",Chrome 102.0.5005.115,,,2022-06-15 16:55:50,2022-06-15 16:55:52,1.994s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DIR/div_datatable_header""), 1)",Chrome 102.0.5005.115,,,2022-06-15 16:55:52,2022-06-15 16:55:52,0.349s,PASSED
