Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sanity_GBS,Chrome 102.0.5005.115,,,2022-06-15 17:42:28,2022-06-15 17:55:59,13m - 31.302s,PASSED
,,,,,,,
Test Cases/Sanity/GBS/Create AF Project,Chrome 102.0.5005.115,Create AF Project,,2022-06-15 17:42:28,2022-06-15 17:45:44,3m - 15.901s,PASSED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-06-15 17:42:29,2022-06-15 17:42:32,3.254s,PASSED
maximizeWindow(),Chrome 102.0.5005.115,,,2022-06-15 17:42:32,2022-06-15 17:42:32,0.173s,PASSED
navigateToUrl(URL),Chrome 102.0.5005.115,,,2022-06-15 17:42:32,2022-06-15 17:42:35,3.304s,PASSED
"setText(findTestObject(""Page_It-Right Platform_GBS/Username""), username)",Chrome 102.0.5005.115,,,2022-06-15 17:42:35,2022-06-15 17:42:36,0.857s,PASSED
"setEncryptedText(findTestObject(""Page_It-Right Platform_GBS/password""), pwd)",Chrome 102.0.5005.115,,,2022-06-15 17:42:36,2022-06-15 17:42:37,0.466s,PASSED
"click(findTestObject(""Page_It-Right Platform_GBS/button_Sign in""))",Chrome 102.0.5005.115,,,2022-06-15 17:42:37,2022-06-15 17:42:40,3.064s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform_GBS/span_WelcomeToggler""))",Chrome 102.0.5005.115,,,2022-06-15 17:42:40,2022-06-15 17:42:40,0.379s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_It-Right Platform_GBS/div_WelcomeMenu""), 0)",Chrome 102.0.5005.115,,,2022-06-15 17:42:40,2022-06-15 17:42:41,0.658s,PASSED
"scrollToElement(findTestObject(""Page_It-Right Platform_GBS/span_GBS""), 0)",Chrome 102.0.5005.115,,,2022-06-15 17:42:41,2022-06-15 17:42:41,0.415s,PASSED
"waitForElementClickable(findTestObject(""Page_It-Right Platform_GBS/span_GBS""), 0)",Chrome 102.0.5005.115,,,2022-06-15 17:42:41,2022-06-15 17:42:42,0.634s,PASSED
"click(findTestObject(""Page_It-Right Platform_GBS/span_GBS""))",Chrome 102.0.5005.115,,,2022-06-15 17:42:42,2022-06-15 17:42:49,6.914s,PASSED
delay(2),Chrome 102.0.5005.115,,,2022-06-15 17:42:49,2022-06-15 17:42:51,2.031s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/button_Technical Sourcing""))",Chrome 102.0.5005.115,,,2022-06-15 17:42:51,2022-06-15 17:42:51,0.638s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/span_Flex_Organization""))",Chrome 102.0.5005.115,,,2022-06-15 17:42:51,2022-06-15 17:42:52,0.555s,PASSED
"selectOptionByValue(findTestObject(""Page_DIR_GBS/GBS Project/select_Organization""), ""FLEX"", true)",Chrome 102.0.5005.115,,,2022-06-15 17:42:52,2022-06-15 17:42:59,6.683s,PASSED
delay(2),Chrome 102.0.5005.115,,,2022-06-15 17:42:59,2022-06-15 17:43:01,2.008s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/div_To Create Project   Drop GBS project""), 0)",Chrome 102.0.5005.115,,,2022-06-15 17:43:01,2022-06-15 17:43:01,0.391s,PASSED
"uploadFileWithDragAndDrop(findTestObject(""Page_DIR_GBS/GBS Project/div_To Create Project   Drop GBS project""), GBSAF_File)",Chrome 102.0.5005.115,,,2022-06-15 17:43:01,2022-06-15 17:43:01,0.556s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/div_Choose Analysis Type""), 3)",Chrome 102.0.5005.115,,,2022-06-15 17:43:01,2022-06-15 17:43:02,0.722s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/button_OK""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:02,2022-06-15 17:43:03,0.394s,PASSED
delay(2),Chrome 102.0.5005.115,,,2022-06-15 17:43:03,2022-06-15 17:43:05,2.003s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/div_Create Project""), 3)",Chrome 102.0.5005.115,,,2022-06-15 17:43:05,2022-06-15 17:43:06,1.357s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/input__dueDate""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:06,2022-06-15 17:43:06,0.424s,PASSED
delay(1),Chrome 102.0.5005.115,,,2022-06-15 17:43:06,2022-06-15 17:43:07,1.013s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/span_Month""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:07,2022-06-15 17:43:08,0.429s,PASSED
"scrollToElement(findTestObject(""Page_DIR_GBS/GBS Project/span_MonthDecember""), 1, STOP_ON_FAILURE)",Chrome 102.0.5005.115,,,2022-06-15 17:43:08,2022-06-15 17:43:08,0.380s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/span_MonthDecember""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:08,2022-06-15 17:43:09,0.376s,PASSED
delay(1),Chrome 102.0.5005.115,,,2022-06-15 17:43:09,2022-06-15 17:43:10,1.010s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/span_Year""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:10,2022-06-15 17:43:10,0.444s,PASSED
delay(1),Chrome 102.0.5005.115,,,2022-06-15 17:43:10,2022-06-15 17:43:11,1.004s,PASSED
"scrollToElement(findTestObject(""Page_DIR_GBS/GBS Project/span_Year2024""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:43:11,2022-06-15 17:43:11,0.367s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/span_Year2024""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:11,2022-06-15 17:43:12,0.421s,PASSED
delay(1),Chrome 102.0.5005.115,,,2022-06-15 17:43:12,2022-06-15 17:43:13,1.011s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/div_Date31""))",Chrome 102.0.5005.115,,,2022-06-15 17:43:13,2022-06-15 17:43:13,0.477s,PASSED
delay(2),Chrome 102.0.5005.115,,,2022-06-15 17:43:13,2022-06-15 17:43:15,2.007s,PASSED
"setText(findTestObject(""Page_DIR_GBS/GBS Project/textarea_Comments_comments""), ""Test"")",Chrome 102.0.5005.115,,,2022-06-15 17:43:15,2022-06-15 17:44:19,1m - 4.062s,PASSED
"scrollToElement(findTestObject(""Page_DIR_GBS/GBS Project/button_Create""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:44:19,2022-06-15 17:44:52,32.668s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/button_Create""))",Chrome 102.0.5005.115,,,2022-06-15 17:44:52,2022-06-15 17:45:24,31.700s,PASSED
delay(1),Chrome 102.0.5005.115,,,2022-06-15 17:45:24,2022-06-15 17:45:25,1.018s,PASSED
"waitForElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/div_Project success msg""), 3)",Chrome 102.0.5005.115,,,2022-06-15 17:45:25,2022-06-15 17:45:40,15.489s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/div_Project success msg""), 3)",Chrome 102.0.5005.115,,,2022-06-15 17:45:40,2022-06-15 17:45:41,0.392s,PASSED
delay(1),Chrome 102.0.5005.115,,,2022-06-15 17:45:41,2022-06-15 17:45:42,1.005s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/td_FileName_Dummy""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:45:42,2022-06-15 17:45:42,0.421s,PASSED
"verifyElementAttributeValue(findTestObject(""Page_DIR_GBS/GBS Project/td_FileName_Dummy""), ""text"", GBSAF_FileName, 3)",Chrome 102.0.5005.115,,,2022-06-15 17:45:42,2022-06-15 17:45:43,0.465s,PASSED
"click(findTestObject(""Page_DIR_GBS/span_Welcome Thangasumathy Jayakumar""))",Chrome 102.0.5005.115,,,2022-06-15 17:45:43,2022-06-15 17:45:43,0.426s,PASSED
"click(findTestObject(""Page_DIR_GBS/a_Logout""))",Chrome 102.0.5005.115,,,2022-06-15 17:45:43,2022-06-15 17:45:44,0.844s,PASSED
,,,,,,,
Test Cases/Sanity/GBS/AF_Review_Verify,Chrome 102.0.5005.115,,,2022-06-15 17:45:44,2022-06-15 17:47:36,1m - 52.282s,PASSED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-06-15 17:45:44,2022-06-15 17:45:46,2.024s,PASSED
maximizeWindow(),Chrome 102.0.5005.115,,,2022-06-15 17:45:46,2022-06-15 17:45:46,0.150s,PASSED
navigateToUrl(URL),Chrome 102.0.5005.115,,,2022-06-15 17:45:46,2022-06-15 17:45:49,2.840s,PASSED
"setText(findTestObject(""Page_It-Right Platform_GBS/Username""), username)",Chrome 102.0.5005.115,,,2022-06-15 17:45:49,2022-06-15 17:45:50,0.761s,PASSED
"setEncryptedText(findTestObject(""Page_It-Right Platform_GBS/password""), pwd)",Chrome 102.0.5005.115,,,2022-06-15 17:45:50,2022-06-15 17:45:50,0.454s,PASSED
"click(findTestObject(""Page_It-Right Platform_GBS/button_Sign in""))",Chrome 102.0.5005.115,,,2022-06-15 17:45:50,2022-06-15 17:45:53,2.633s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform_GBS/span_WelcomeToggler""))",Chrome 102.0.5005.115,,,2022-06-15 17:45:53,2022-06-15 17:45:53,0.378s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_It-Right Platform_GBS/div_WelcomeMenu""), 0)",Chrome 102.0.5005.115,,,2022-06-15 17:45:53,2022-06-15 17:45:54,0.677s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform_GBS/span_GBS""))",Chrome 102.0.5005.115,,,2022-06-15 17:45:54,2022-06-15 17:46:02,7.887s,PASSED
delay(2),Chrome 102.0.5005.115,,,2022-06-15 17:46:02,2022-06-15 17:46:04,2.002s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/button_Technical Sourcing""))",Chrome 102.0.5005.115,,,2022-06-15 17:46:04,2022-06-15 17:46:05,0.887s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/span_Flex_Organization""))",Chrome 102.0.5005.115,,,2022-06-15 17:46:05,2022-06-15 17:46:06,0.596s,PASSED
"selectOptionByValue(findTestObject(""Page_DIR_GBS/GBS Project/select_Organization""), ""FLEX"", true)",Chrome 102.0.5005.115,,,2022-06-15 17:46:06,2022-06-15 17:46:11,5.111s,PASSED
delay(2),Chrome 102.0.5005.115,,,2022-06-15 17:46:11,2022-06-15 17:46:13,2.015s,PASSED
"scrollToElement(findTestObject(""Page_DIR_GBS/GBS Project/i_Project-folder-open""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:46:13,2022-06-15 17:46:45,32.035s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/i_Project-folder-open""))",Chrome 102.0.5005.115,,,2022-06-15 17:46:45,2022-06-15 17:47:16,31.559s,PASSED
delay(3),Chrome 102.0.5005.115,,,2022-06-15 17:47:16,2022-06-15 17:47:19,3.008s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_Mainpage/a_Back to Projects""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:47:19,2022-06-15 17:47:20,0.397s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_Mainpage/a_PIR-TEST-0005""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:47:20,2022-06-15 17:47:20,0.352s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_Mainpage/i_MPNoptionsMain""))",Chrome 102.0.5005.115,,,2022-06-15 17:47:20,2022-06-15 17:47:20,0.388s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_Mainpage/a_Review""))",Chrome 102.0.5005.115,,,2022-06-15 17:47:20,2022-06-15 17:47:21,0.495s,PASSED
delay(3),Chrome 102.0.5005.115,,,2022-06-15 17:47:21,2022-06-15 17:47:24,3.005s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/h3_Parts Review""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:47:24,2022-06-15 17:47:24,0.367s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/span_PIR-TEST-0005""), 0)",Chrome 102.0.5005.115,,,2022-06-15 17:47:24,2022-06-15 17:47:25,0.356s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/button_Select product category""))",Chrome 102.0.5005.115,,,2022-06-15 17:47:25,2022-06-15 17:47:25,0.398s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/div_Select product category""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:47:25,2022-06-15 17:47:25,0.490s,PASSED
"setText(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/input_Select product category""), ""cer"")",Chrome 102.0.5005.115,,,2022-06-15 17:47:25,2022-06-15 17:47:26,0.736s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/span_Ceramic Capacitor""))",Chrome 102.0.5005.115,,,2022-06-15 17:47:26,2022-06-15 17:47:27,0.505s,PASSED
"selectOptionByValue(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/select_Commodity""), ""Ceramic Capacitor"", true)",Chrome 102.0.5005.115,,,2022-06-15 17:47:27,2022-06-15 17:47:33,6.044s,PASSED
"click(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_ReviewPage/i_return-arrow""))",Chrome 102.0.5005.115,,,2022-06-15 17:47:33,2022-06-15 17:47:33,0.422s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_Mainpage/a_Back to Projects""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:47:33,2022-06-15 17:47:35,1.333s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR_GBS/GBS Project/Alternate Finder/AF_Mainpage/a_PIR-TEST-0005""), 2)",Chrome 102.0.5005.115,,,2022-06-15 17:47:35,2022-06-15 17:47:35,0.368s,PASSED
