Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sanity_GBS,Chrome 101.0.4951.67,,,2022-05-25 11:10:03,2022-05-25 11:29:45,19m - 42.010s,PASSED
,,,,,,,
Test Cases/Sanity/GBS/Create AF Project,Chrome 101.0.4951.67,Create AF Project,,2022-05-25 11:10:04,2022-05-25 11:13:11,3m - 7.618s,PASSED
"openBrowser("""")",Chrome 101.0.4951.67,,,2022-05-25 11:10:04,2022-05-25 11:10:07,2.807s,PASSED
maximizeWindow(),Chrome 101.0.4951.67,,,2022-05-25 11:10:07,2022-05-25 11:10:07,0.166s,PASSED
navigateToUrl(URL),Chrome 101.0.4951.67,,,2022-05-25 11:10:07,2022-05-25 11:10:10,3.252s,PASSED
"setText(findTestObject(""Page_It-Right Platform/Username""), username)",Chrome 101.0.4951.67,,,2022-05-25 11:10:10,2022-05-25 11:10:11,0.850s,PASSED
"setEncryptedText(findTestObject(""Page_It-Right Platform/password""), pwd)",Chrome 101.0.4951.67,,,2022-05-25 11:10:11,2022-05-25 11:10:12,0.482s,PASSED
"click(findTestObject(""Page_It-Right Platform/button_Sign in""))",Chrome 101.0.4951.67,,,2022-05-25 11:10:12,2022-05-25 11:10:14,2.156s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform/span_WelcomeToggler""))",Chrome 101.0.4951.67,,,2022-05-25 11:10:14,2022-05-25 11:10:14,0.381s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_It-Right Platform/div_WelcomeMenu""), 0)",Chrome 101.0.4951.67,,,2022-05-25 11:10:14,2022-05-25 11:10:15,0.637s,PASSED
"click(findTestObject(""Page_It-Right Platform/span_GBS""))",Chrome 101.0.4951.67,,,2022-05-25 11:10:15,2022-05-25 11:10:19,4.412s,PASSED
delay(2),Chrome 101.0.4951.67,,,2022-05-25 11:10:19,2022-05-25 11:10:21,2.035s,PASSED
"click(findTestObject(""Page_DIR/button_Technical Sourcing""))",Chrome 101.0.4951.67,,,2022-05-25 11:10:21,2022-05-25 11:10:22,0.587s,PASSED
"click(findTestObject(""Page_DIR/span_Flex_Organization""))",Chrome 101.0.4951.67,,,2022-05-25 11:10:22,2022-05-25 11:10:22,0.542s,PASSED
"selectOptionByValue(findTestObject(""Page_DIR/select_Organization""), ""FLEX"", true)",Chrome 101.0.4951.67,,,2022-05-25 11:10:22,2022-05-25 11:10:27,4.113s,PASSED
delay(2),Chrome 101.0.4951.67,,,2022-05-25 11:10:27,2022-05-25 11:10:29,2.014s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR/div_To Create Project   Drop GBS project""), 0)",Chrome 101.0.4951.67,,,2022-05-25 11:10:29,2022-05-25 11:10:29,0.359s,PASSED
