Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sanity_GBS,Chrome 101.0.4951.67,,,2022-05-23 11:56:23,2022-05-23 12:16:47,20m - 23.916s,PASSED
,,,,,,,
Test Cases/Sanity/GBS/Create AF Project,Chrome 101.0.4951.67,Create AF Project,,2022-05-23 11:56:24,2022-05-23 11:59:54,3m - 30.011s,PASSED
"openBrowser("""")",Chrome 101.0.4951.67,,,2022-05-23 11:56:24,2022-05-23 11:56:27,3.041s,PASSED
maximizeWindow(),Chrome 101.0.4951.67,,,2022-05-23 11:56:27,2022-05-23 11:56:28,0.167s,PASSED
navigateToUrl(URL),Chrome 101.0.4951.67,,,2022-05-23 11:56:28,2022-05-23 11:56:31,3.621s,PASSED
"setText(findTestObject(""Page_It-Right Platform/Username""), username)",Chrome 101.0.4951.67,,,2022-05-23 11:56:31,2022-05-23 11:56:32,0.860s,PASSED
"setEncryptedText(findTestObject(""Page_It-Right Platform/password""), pwd)",Chrome 101.0.4951.67,,,2022-05-23 11:56:32,2022-05-23 11:56:33,0.453s,PASSED
"click(findTestObject(""Page_It-Right Platform/button_Sign in""))",Chrome 101.0.4951.67,,,2022-05-23 11:56:33,2022-05-23 11:56:35,2.726s,PASSED
"click(findTestObject(""Object Repository/Page_It-Right Platform/span_WelcomeToggler""))",Chrome 101.0.4951.67,,,2022-05-23 11:56:35,2022-05-23 11:56:36,0.384s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_It-Right Platform/div_WelcomeMenu""), 0)",Chrome 101.0.4951.67,,,2022-05-23 11:56:36,2022-05-23 11:56:36,0.587s,PASSED
"click(findTestObject(""Page_It-Right Platform/span_GBS""))",Chrome 101.0.4951.67,,,2022-05-23 11:56:36,2022-05-23 11:56:42,5.412s,PASSED
delay(9),Chrome 101.0.4951.67,,,2022-05-23 11:56:42,2022-05-23 11:56:51,9.043s,PASSED
"click(findTestObject(""Page_DIR/button_Technical Sourcing""))",Chrome 101.0.4951.67,,,2022-05-23 11:56:51,2022-05-23 11:56:51,0.412s,PASSED
"click(findTestObject(""Page_DIR/span_Flex_Organization""))",Chrome 101.0.4951.67,,,2022-05-23 11:56:51,2022-05-23 11:56:52,0.529s,PASSED
"selectOptionByValue(findTestObject(""Page_DIR/select_Organization""), ""FLEX"", true)",Chrome 101.0.4951.67,,,2022-05-23 11:56:52,2022-05-23 11:56:58,6.608s,PASSED
delay(3),Chrome 101.0.4951.67,,,2022-05-23 11:56:58,2022-05-23 11:57:01,3.009s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR/div_To Create Project   Drop GBS project""), 0)",Chrome 101.0.4951.67,,,2022-05-23 11:57:01,2022-05-23 11:57:02,0.381s,PASSED
"uploadFileWithDragAndDrop(findTestObject(""Page_DIR/div_To Create Project   Drop GBS project""), GBSAF_File)",Chrome 101.0.4951.67,,,2022-05-23 11:57:02,2022-05-23 11:57:02,0.433s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR/div_Choose Analysis Type""), 3)",Chrome 101.0.4951.67,,,2022-05-23 11:57:02,2022-05-23 11:57:03,0.726s,PASSED
"click(findTestObject(""Page_DIR/button_OK""))",Chrome 101.0.4951.67,,,2022-05-23 11:57:03,2022-05-23 11:57:03,0.429s,PASSED
delay(3),Chrome 101.0.4951.67,,,2022-05-23 11:57:03,2022-05-23 11:57:06,3.013s,PASSED
"verifyElementPresent(findTestObject(""Page_DIR/div_Create Project""), 3)",Chrome 101.0.4951.67,,,2022-05-23 11:57:06,2022-05-23 11:57:07,0.830s,PASSED
"click(findTestObject(""Page_DIR/input__dueDate""))",Chrome 101.0.4951.67,,,2022-05-23 11:57:07,2022-05-23 11:57:07,0.427s,PASSED
delay(3),Chrome 101.0.4951.67,,,2022-05-23 11:57:07,2022-05-23 11:57:10,3.006s,PASSED
